,Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day
6343,6343,22/08/2018,1330,7,24.3,74,0.6,1999,Summer,No Holiday,Yes
8032,8032,31/10/2018,1185,16,11.8,34,2.3,1979,Autumn,No Holiday,Yes
227,227,10/12/2017,58,11,0.9,92,0.9,137,Winter,No Holiday,Yes
4974,4974,26/06/2018,37,6,22.5,83,0.8,537,Summer,No Holiday,Yes
6962,6962,17/09/2018,227,2,20.3,81,1.9,1234,Autumn,No Holiday,Yes
5825,5825,31/07/2018,1184,17,38.0,36,1.3,1989,Summer,No Holiday,Yes
7781,7781,21/10/2018,146,5,8.2,73,1.3,1305,Autumn,No Holiday,Yes
7911,7911,26/10/2018,576,15,14.0,87,1.2,1482,Autumn,No Holiday,Yes
969,969,10/01/2018,225,9,-7.7,62,3.6,1637,Winter,No Holiday,Yes
1805,1805,14/02/2018,56,5,1.0,68,0.6,1519,Winter,No Holiday,Yes
2447,2447,12/03/2018,397,23,6.8,56,0.9,497,Spring,No Holiday,Yes
4404,4404,02/06/2018,1253,12,28.3,30,3.0,1675,Summer,No Holiday,Yes
5521,5521,19/07/2018,824,1,25.4,79,0.8,924,Summer,No Holiday,Yes
5883,5883,03/08/2018,327,3,31.2,68,1.4,968,Summer,No Holiday,Yes
6599,6599,01/09/2018,1523,23,24.4,54,1.6,2000,Autumn,No Holiday,Yes
4301,4301,29/05/2018,252,5,19.6,64,0.3,1483,Spring,No Holiday,Yes
2851,2851,29/03/2018,1260,19,17.5,61,2.2,758,Spring,No Holiday,Yes
8714,8714,29/11/2018,319,2,2.1,28,0.4,1981,Autumn,No Holiday,Yes
6362,6362,23/08/2018,492,2,29.8,53,1.4,2000,Summer,No Holiday,Yes
1860,1860,16/02/2018,137,12,2.2,19,1.4,1946,Winter,Holiday,Yes
4694,4694,14/06/2018,1153,14,23.8,62,1.2,1282,Summer,No Holiday,Yes
5957,5957,06/08/2018,258,5,28.3,83,1.7,969,Summer,No Holiday,Yes
7144,7144,24/09/2018,1433,16,22.0,31,2.7,2000,Autumn,Holiday,Yes
3773,3773,07/05/2018,170,5,14.2,85,0.5,1412,Spring,No Holiday,Yes
252,252,11/12/2017,247,12,-5.2,33,4.6,1973,Winter,No Holiday,Yes
4689,4689,14/06/2018,175,9,19.1,96,0.6,273,Summer,No Holiday,Yes
6025,6025,09/08/2018,733,1,28.8,75,2.1,1975,Summer,No Holiday,Yes
1789,1789,13/02/2018,256,13,2.6,40,3.5,1854,Winter,No Holiday,Yes
6393,6393,24/08/2018,484,9,24.8,85,1.7,2000,Summer,No Holiday,Yes
2059,2059,24/02/2018,306,19,2.1,27,2.8,1883,Winter,No Holiday,Yes
4880,4880,22/06/2018,2283,8,21.9,58,1.2,771,Summer,No Holiday,Yes
6587,6587,01/09/2018,981,11,27.6,47,1.2,2000,Autumn,No Holiday,Yes
8267,8267,10/11/2018,768,11,13.8,63,2.2,416,Autumn,No Holiday,Yes
1902,1902,18/02/2018,38,6,-4.1,30,1.1,2000,Winter,No Holiday,Yes
2750,2750,25/03/2018,882,14,16.1,37,2.4,315,Spring,No Holiday,Yes
2119,2119,27/02/2018,443,7,1.3,47,0.7,1084,Winter,No Holiday,Yes
7434,7434,06/10/2018,2012,18,20.5,66,1.2,2000,Autumn,No Holiday,Yes
4262,4262,27/05/2018,1730,14,24.2,36,4.0,1907,Spring,No Holiday,Yes
4594,4594,10/06/2018,942,10,20.2,62,1.8,2000,Summer,No Holiday,Yes
2689,2689,23/03/2018,283,1,2.5,75,1.5,786,Spring,No Holiday,Yes
3885,3885,11/05/2018,1644,21,16.4,52,1.5,1273,Spring,No Holiday,Yes
3886,3886,11/05/2018,1556,22,16.2,54,1.1,1327,Spring,No Holiday,Yes
8274,8274,10/11/2018,1226,18,13.2,57,2.2,618,Autumn,No Holiday,Yes
75,75,04/12/2017,65,3,3.6,85,2.3,206,Winter,No Holiday,Yes
2345,2345,08/03/2018,757,17,7.5,64,4.3,538,Spring,No Holiday,Yes
2351,2351,08/03/2018,315,23,2.8,73,1.8,468,Spring,No Holiday,Yes
6825,6825,11/09/2018,1234,9,19.8,49,1.9,2000,Autumn,No Holiday,Yes
430,430,18/12/2017,160,22,1.5,82,2.4,537,Winter,No Holiday,Yes
4753,4753,17/06/2018,929,1,20.9,79,2.0,932,Summer,No Holiday,Yes
6848,6848,12/09/2018,2391,8,18.2,56,1.5,1994,Autumn,No Holiday,Yes
3464,3464,24/04/2018,1502,8,10.5,79,1.3,2000,Spring,No Holiday,Yes
5206,5206,05/07/2018,1941,22,24.4,67,1.6,2000,Summer,No Holiday,Yes
8223,8223,08/11/2018,56,15,11.4,96,2.0,910,Autumn,No Holiday,Yes
3608,3608,30/04/2018,1791,8,15.8,73,0.5,357,Spring,No Holiday,Yes
5627,5627,23/07/2018,611,11,32.7,48,2.2,1908,Summer,No Holiday,Yes
6207,6207,16/08/2018,720,15,35.0,38,2.0,2000,Summer,No Holiday,Yes
8404,8404,16/11/2018,171,4,7.1,64,0.6,663,Autumn,No Holiday,Yes
8427,8427,17/11/2018,288,3,2.5,77,2.3,992,Autumn,No Holiday,Yes
5832,5832,01/08/2018,875,0,30.5,68,1.9,2000,Summer,No Holiday,Yes
240,240,11/12/2017,125,0,-2.5,39,3.4,2000,Winter,No Holiday,Yes
783,783,02/01/2018,295,15,1.5,22,3.0,1998,Winter,No Holiday,Yes
1354,1354,26/01/2018,96,10,-16.5,33,3.4,1703,Winter,No Holiday,Yes
6611,6611,02/09/2018,940,11,26.5,44,1.4,1958,Autumn,No Holiday,Yes
977,977,10/01/2018,266,17,-6.5,34,4.0,2000,Winter,No Holiday,Yes
809,809,03/01/2018,382,17,-1.9,35,1.8,2000,Winter,No Holiday,Yes
2168,2168,01/03/2018,148,8,1.5,80,3.2,1246,Spring,Holiday,Yes
4084,4084,20/05/2018,205,4,12.8,44,0.8,2000,Spring,No Holiday,Yes
4382,4382,01/06/2018,1071,14,29.6,31,3.7,1988,Summer,No Holiday,Yes
1599,1599,05/02/2018,169,15,-5.7,25,4.4,1995,Winter,No Holiday,Yes
2941,2941,02/04/2018,818,13,21.9,48,2.5,1113,Spring,No Holiday,Yes
3182,3182,12/04/2018,990,14,18.8,27,4.9,1888,Spring,No Holiday,Yes
4786,4786,18/06/2018,822,10,26.1,53,0.9,554,Summer,No Holiday,Yes
4751,4751,16/06/2018,1615,23,22.1,73,1.6,1180,Summer,No Holiday,Yes
684,684,29/12/2017,363,12,4.3,62,1.6,472,Winter,No Holiday,Yes
5814,5814,31/07/2018,584,6,27.9,63,0.5,2000,Summer,No Holiday,Yes
1620,1620,06/02/2018,172,12,-8.2,31,2.7,1858,Winter,No Holiday,Yes
4339,4339,30/05/2018,2650,19,21.2,52,3.6,1856,Spring,No Holiday,Yes
1482,1482,31/01/2018,403,18,-1.8,35,2.1,2000,Winter,No Holiday,Yes
2146,2146,28/02/2018,285,10,6.5,53,2.0,518,Winter,No Holiday,Yes
1801,1801,14/02/2018,213,1,1.3,67,1.2,1738,Winter,No Holiday,Yes
2095,2095,26/02/2018,402,7,-3.1,68,0.8,1417,Winter,No Holiday,Yes
4638,4638,12/06/2018,740,6,16.7,85,1.0,2000,Summer,No Holiday,Yes
1357,1357,26/01/2018,115,13,-13.3,28,2.7,1889,Winter,No Holiday,Yes
6141,6141,13/08/2018,1851,21,30.4,66,1.6,2000,Summer,No Holiday,Yes
3558,3558,28/04/2018,230,6,10.6,84,1.1,284,Spring,No Holiday,Yes
3548,3548,27/04/2018,1499,20,16.9,41,3.1,1060,Spring,No Holiday,Yes
5114,5114,02/07/2018,17,2,21.2,97,0.8,1018,Summer,No Holiday,Yes
4058,4058,19/05/2018,526,2,11.1,74,1.9,2000,Spring,No Holiday,Yes
4326,4326,30/05/2018,505,6,18.6,84,0.7,316,Spring,No Holiday,Yes
3465,3465,24/04/2018,814,9,12.0,71,1.4,2000,Spring,No Holiday,Yes
5131,5131,02/07/2018,44,19,24.1,93,2.1,1118,Summer,No Holiday,Yes
6009,6009,08/08/2018,920,9,30.2,66,1.4,1131,Summer,No Holiday,Yes
494,494,21/12/2017,255,14,4.3,47,2.3,953,Winter,No Holiday,Yes
3332,3332,18/04/2018,1346,20,13.0,41,2.3,1164,Spring,No Holiday,Yes
8076,8076,02/11/2018,1023,12,14.9,40,1.1,1288,Autumn,No Holiday,Yes
4595,4595,10/06/2018,1074,11,21.3,56,1.5,1989,Summer,No Holiday,Yes
2328,2328,08/03/2018,49,0,5.2,83,1.5,733,Spring,No Holiday,Yes
29,29,02/12/2017,79,5,-4.0,79,1.5,1202,Winter,No Holiday,Yes
5663,5663,24/07/2018,1193,23,29.3,66,2.8,1854,Summer,No Holiday,Yes
7168,7168,25/09/2018,1955,16,24.2,28,1.7,2000,Autumn,Holiday,Yes
8582,8582,23/11/2018,719,14,6.3,16,2.9,2000,Autumn,No Holiday,Yes
1092,1092,15/01/2018,311,12,6.2,64,1.9,549,Winter,No Holiday,Yes
124,124,06/12/2017,58,4,-3.4,75,0.0,1982,Winter,No Holiday,Yes
7416,7416,06/10/2018,0,0,16.4,94,1.8,1744,Autumn,No Holiday,No
6782,6782,09/09/2018,1662,14,28.2,29,2.0,2000,Autumn,No Holiday,Yes
4019,4019,17/05/2018,182,11,20.4,98,0.9,300,Spring,No Holiday,Yes
5684,5684,25/07/2018,1935,20,30.9,67,1.7,1470,Summer,No Holiday,Yes
2298,2298,06/03/2018,1246,18,8.7,28,3.2,2000,Spring,No Holiday,Yes
6248,6248,18/08/2018,754,8,23.2,47,1.0,2000,Summer,No Holiday,Yes
1553,1553,03/02/2018,211,17,-5.6,32,4.6,2000,Winter,No Holiday,Yes
7835,7835,23/10/2018,81,11,13.0,70,5.0,989,Autumn,No Holiday,Yes
598,598,25/12/2017,176,22,-1.3,53,1.7,2000,Winter,Holiday,Yes
2123,2123,27/02/2018,342,11,4.8,41,0.8,792,Winter,No Holiday,Yes
1416,1416,29/01/2018,80,0,-9.3,45,0.7,1976,Winter,No Holiday,Yes
6064,6064,10/08/2018,853,16,36.4,40,3.2,2000,Summer,No Holiday,Yes
4767,4767,17/06/2018,1979,15,27.3,51,2.6,598,Summer,No Holiday,Yes
6716,6716,06/09/2018,1900,20,25.1,71,3.6,2000,Autumn,No Holiday,Yes
5405,5405,14/07/2018,266,5,24.8,86,1.6,1170,Summer,No Holiday,Yes
5386,5386,13/07/2018,836,10,27.4,70,2.4,1335,Summer,No Holiday,Yes
7484,7484,08/10/2018,1838,20,15.5,45,2.2,2000,Autumn,No Holiday,Yes
4489,4489,06/06/2018,1031,1,20.6,63,0.6,1670,Summer,Holiday,Yes
2197,2197,02/03/2018,375,13,2.3,22,3.1,1627,Spring,No Holiday,Yes
5638,5638,23/07/2018,1697,22,30.3,60,1.8,2000,Summer,No Holiday,Yes
5762,5762,29/07/2018,511,2,27.7,73,0.4,1832,Summer,No Holiday,Yes
725,725,31/12/2017,22,5,-0.8,85,2.8,329,Winter,Holiday,Yes
7893,7893,25/10/2018,1513,21,14.5,50,0.7,1741,Autumn,No Holiday,Yes
4108,4108,21/05/2018,113,4,12.4,0,0.8,2000,Spring,No Holiday,Yes
808,808,03/01/2018,299,16,-0.4,30,2.0,2000,Winter,No Holiday,Yes
3497,3497,25/04/2018,1878,17,22.9,23,2.8,1985,Spring,No Holiday,Yes
7082,7082,22/09/2018,655,2,19.4,85,0.0,1533,Autumn,No Holiday,Yes
958,958,09/01/2018,166,22,-4.2,67,1.6,503,Winter,No Holiday,Yes
3132,3132,10/04/2018,1023,12,20.5,37,4.6,1761,Spring,No Holiday,Yes
5492,5492,17/07/2018,2174,20,28.9,64,1.7,1567,Summer,No Holiday,Yes
810,810,03/01/2018,637,18,-3.1,39,2.1,2000,Winter,No Holiday,Yes
834,834,04/01/2018,603,18,-2.6,38,1.4,1604,Winter,No Holiday,Yes
8144,8144,05/11/2018,1975,8,7.2,80,0.8,515,Autumn,No Holiday,Yes
2423,2423,11/03/2018,288,23,4.2,34,1.7,1476,Spring,No Holiday,Yes
7013,7013,19/09/2018,0,5,19.3,73,0.9,1782,Autumn,No Holiday,No
8279,8279,10/11/2018,676,23,10.3,84,1.3,250,Autumn,No Holiday,Yes
1235,1235,21/01/2018,216,11,1.9,25,1.0,1493,Winter,No Holiday,Yes
1225,1225,21/01/2018,177,1,-0.8,58,0.4,400,Winter,No Holiday,Yes
7454,7454,07/10/2018,1987,14,20.2,42,2.8,1832,Autumn,No Holiday,Yes
6438,6438,26/08/2018,243,6,20.4,88,0.6,1064,Summer,No Holiday,Yes
4001,4001,16/05/2018,304,17,21.9,97,3.2,207,Spring,No Holiday,Yes
7398,7398,05/10/2018,531,6,17.7,55,1.5,2000,Autumn,No Holiday,Yes
3685,3685,03/05/2018,516,13,13.4,56,3.7,1693,Spring,No Holiday,Yes
5688,5688,26/07/2018,939,0,27.7,78,1.2,1341,Summer,No Holiday,Yes
4047,4047,18/05/2018,906,15,16.7,85,1.2,2000,Spring,No Holiday,Yes
3574,3574,28/04/2018,1165,22,13.0,45,1.6,1713,Spring,No Holiday,Yes
2966,2966,03/04/2018,931,14,21.0,53,3.2,1306,Spring,No Holiday,Yes
4582,4582,09/06/2018,776,22,21.0,75,1.3,2000,Summer,No Holiday,Yes
5065,5065,30/06/2018,1070,1,22.6,85,0.3,323,Summer,No Holiday,Yes
6384,6384,24/08/2018,238,0,25.7,83,2.0,2000,Summer,No Holiday,Yes
1657,1657,08/02/2018,126,1,-8.5,60,1.2,1908,Winter,No Holiday,Yes
7898,7898,26/10/2018,434,2,12.8,59,0.9,1804,Autumn,No Holiday,Yes
7880,7880,25/10/2018,2070,8,7.9,76,1.2,1290,Autumn,No Holiday,Yes
452,452,19/12/2017,225,20,-4.9,55,2.0,2000,Winter,No Holiday,Yes
6115,6115,12/08/2018,1117,19,32.0,76,2.1,692,Summer,No Holiday,Yes
5422,5422,14/07/2018,1682,22,27.6,70,2.7,1994,Summer,No Holiday,Yes
3121,3121,10/04/2018,376,1,9.0,44,1.0,1314,Spring,No Holiday,Yes
2619,2619,20/03/2018,95,3,4.7,44,3.8,2000,Spring,No Holiday,Yes
422,422,18/12/2017,116,14,0.5,76,0.9,364,Winter,No Holiday,Yes
4620,4620,11/06/2018,1204,12,23.2,52,1.2,2000,Summer,No Holiday,Yes
1220,1220,20/01/2018,219,20,2.9,66,1.2,173,Winter,No Holiday,Yes
2929,2929,02/04/2018,295,1,16.0,79,1.0,716,Spring,No Holiday,Yes
4053,4053,18/05/2018,1263,21,15.3,73,2.3,2000,Spring,No Holiday,Yes
4454,4454,04/06/2018,1148,14,26.5,43,3.9,1671,Summer,No Holiday,Yes
2845,2845,29/03/2018,716,13,19.5,48,1.9,596,Spring,No Holiday,Yes
3023,3023,05/04/2018,79,23,7.1,96,1.3,1497,Spring,No Holiday,Yes
8436,8436,17/11/2018,994,12,9.1,34,1.0,1802,Autumn,No Holiday,Yes
1001,1001,11/01/2018,219,17,-9.3,43,2.8,1900,Winter,No Holiday,Yes
102,102,05/12/2017,172,6,-7.4,34,3.2,2000,Winter,No Holiday,Yes
2418,2418,11/03/2018,776,18,9.4,22,2.9,1995,Spring,No Holiday,Yes
7594,7594,13/10/2018,1037,10,12.6,50,1.4,1712,Autumn,No Holiday,Yes
5807,5807,30/07/2018,1202,23,31.7,52,1.2,2000,Summer,No Holiday,Yes
6441,6441,26/08/2018,725,9,24.2,64,1.2,1985,Summer,No Holiday,Yes
1580,1580,04/02/2018,98,20,-8.2,28,3.5,2000,Winter,No Holiday,Yes
5023,5023,28/06/2018,1391,7,22.7,81,0.4,866,Summer,No Holiday,Yes
2206,2206,02/03/2018,414,22,0.5,38,0.9,1907,Spring,No Holiday,Yes
170,170,08/12/2017,131,2,-4.3,53,1.0,1918,Winter,No Holiday,Yes
6866,6866,13/09/2018,437,2,21.2,66,0.8,2000,Autumn,No Holiday,Yes
135,135,06/12/2017,412,15,5.5,31,3.1,1968,Winter,No Holiday,Yes
757,757,01/01/2018,248,13,2.4,22,2.3,1921,Winter,Holiday,Yes
5239,5239,07/07/2018,567,7,19.6,57,1.6,2000,Summer,No Holiday,Yes
1310,1310,24/01/2018,125,14,-11.1,26,3.8,1980,Winter,No Holiday,Yes
1217,1217,20/01/2018,377,17,5.7,53,1.8,276,Winter,No Holiday,Yes
2284,2284,06/03/2018,79,4,-0.5,75,0.6,1967,Spring,No Holiday,Yes
6285,6285,19/08/2018,1821,21,27.9,61,0.7,2000,Summer,No Holiday,Yes
2905,2905,01/04/2018,453,1,11.7,74,0.5,979,Spring,No Holiday,Yes
3207,3207,13/04/2018,1108,15,18.6,15,0.9,1991,Spring,No Holiday,Yes
6319,6319,21/08/2018,608,7,23.4,94,2.4,1773,Summer,No Holiday,Yes
5317,5317,10/07/2018,1074,13,25.2,77,1.2,1951,Summer,No Holiday,Yes
1935,1935,19/02/2018,392,15,6.3,35,2.6,991,Winter,No Holiday,Yes
4439,4439,03/06/2018,1274,23,22.0,44,0.8,1978,Summer,No Holiday,Yes
7740,7740,19/10/2018,1161,12,17.4,33,1.1,2000,Autumn,No Holiday,Yes
6650,6650,04/09/2018,324,2,20.9,96,0.4,970,Autumn,No Holiday,Yes
807,807,03/01/2018,286,15,-1.1,29,2.8,1976,Winter,No Holiday,Yes
2045,2045,24/02/2018,58,5,1.8,84,2.7,214,Winter,No Holiday,Yes
3772,3772,07/05/2018,185,4,14.4,85,0.8,1437,Spring,No Holiday,Yes
462,462,20/12/2017,97,6,-8.2,66,0.9,1718,Winter,No Holiday,Yes
2927,2927,01/04/2018,588,23,16.3,82,1.3,480,Spring,No Holiday,Yes
1956,1956,20/02/2018,356,12,4.0,23,3.5,1785,Winter,No Holiday,Yes
2445,2445,12/03/2018,771,21,8.7,49,1.7,464,Spring,No Holiday,Yes
4478,4478,05/06/2018,1120,14,28.9,34,2.7,1328,Summer,No Holiday,Yes
4471,4471,05/06/2018,1602,7,18.8,64,0.7,1099,Summer,No Holiday,Yes
799,799,03/01/2018,308,7,-6.9,48,2.4,1974,Winter,No Holiday,Yes
2402,2402,11/03/2018,171,2,4.7,78,1.5,466,Spring,No Holiday,Yes
4381,4381,01/06/2018,1093,13,29.4,33,2.2,1535,Summer,No Holiday,Yes
1073,1073,14/01/2018,302,17,4.5,51,1.1,1244,Winter,No Holiday,Yes
4597,4597,10/06/2018,1752,13,24.2,48,1.2,1968,Summer,No Holiday,Yes
144,144,07/12/2017,198,0,1.4,92,0.5,240,Winter,No Holiday,Yes
6260,6260,18/08/2018,1965,20,27.6,46,1.2,2000,Summer,No Holiday,Yes
1340,1340,25/01/2018,141,20,-13.5,33,2.4,2000,Winter,No Holiday,Yes
3682,3682,03/05/2018,762,10,13.8,47,4.8,1561,Spring,No Holiday,Yes
6757,6757,08/09/2018,1505,13,26.1,32,3.0,1985,Autumn,No Holiday,Yes
2091,2091,26/02/2018,46,3,-1.9,67,1.0,1575,Winter,No Holiday,Yes
5778,5778,29/07/2018,1141,18,35.8,35,1.3,2000,Summer,No Holiday,Yes
5144,5144,03/07/2018,2135,8,24.3,83,0.5,1986,Summer,No Holiday,Yes
5544,5544,20/07/2018,1041,0,26.7,80,1.4,1465,Summer,No Holiday,Yes
5192,5192,05/07/2018,1836,8,23.6,93,0.9,308,Summer,No Holiday,Yes
5525,5525,19/07/2018,329,5,23.6,88,0.2,604,Summer,No Holiday,Yes
3753,3753,06/05/2018,12,9,15.4,97,0.8,413,Spring,No Holiday,Yes
3165,3165,11/04/2018,0,21,11.0,34,2.1,2000,Spring,No Holiday,No
5226,5226,06/07/2018,3196,18,25.9,52,2.1,2000,Summer,No Holiday,Yes
1003,1003,11/01/2018,251,19,-10.9,44,3.0,2000,Winter,No Holiday,Yes
6397,6397,24/08/2018,274,13,25.8,78,2.8,2000,Summer,No Holiday,Yes
6061,6061,10/08/2018,696,13,34.2,41,1.7,2000,Summer,No Holiday,Yes
6744,6744,08/09/2018,1107,0,19.2,53,3.7,2000,Autumn,No Holiday,Yes
7727,7727,18/10/2018,944,23,10.9,64,0.2,2000,Autumn,No Holiday,Yes
555,555,24/12/2017,149,3,5.2,82,0.8,190,Winter,Holiday,Yes
6990,6990,18/09/2018,0,6,17.7,77,0.2,1757,Autumn,No Holiday,No
4028,4028,17/05/2018,17,20,21.3,97,2.8,388,Spring,No Holiday,Yes
7808,7808,22/10/2018,2111,8,9.7,58,0.6,1559,Autumn,No Holiday,Yes
1485,1485,31/01/2018,229,21,-3.4,40,0.9,2000,Winter,No Holiday,Yes
6639,6639,03/09/2018,137,15,25.7,81,0.7,1825,Autumn,No Holiday,Yes
1272,1272,23/01/2018,96,0,-5.3,77,3.8,894,Winter,No Holiday,Yes
5360,5360,12/07/2018,1811,8,26.3,84,2.1,973,Summer,No Holiday,Yes
1411,1411,28/01/2018,134,19,-6.0,31,3.6,2000,Winter,No Holiday,Yes
8177,8177,06/11/2018,0,17,15.3,63,1.2,260,Autumn,No Holiday,No
753,753,01/01/2018,121,9,-4.3,39,0.7,1973,Winter,Holiday,Yes
1471,1471,31/01/2018,124,7,-3.5,83,1.6,953,Winter,No Holiday,Yes
7913,7913,26/10/2018,1386,17,14.3,77,2.9,1966,Autumn,No Holiday,Yes
8385,8385,15/11/2018,1300,9,6.8,64,1.0,949,Autumn,No Holiday,Yes
3658,3658,02/05/2018,486,10,17.7,88,1.1,322,Spring,No Holiday,Yes
5504,5504,18/07/2018,1944,8,25.8,71,0.4,760,Summer,No Holiday,Yes
3076,3076,08/04/2018,90,4,1.7,51,1.3,2000,Spring,No Holiday,Yes
5361,5361,12/07/2018,982,9,26.5,82,2.7,815,Summer,No Holiday,Yes
6113,6113,12/08/2018,1156,17,33.7,48,2.3,2000,Summer,No Holiday,Yes
4506,4506,06/06/2018,2162,18,26.6,52,2.5,1368,Summer,Holiday,Yes
8756,8756,30/11/2018,764,20,3.4,37,2.3,2000,Autumn,No Holiday,Yes
981,981,10/01/2018,214,21,-9.4,47,2.0,2000,Winter,No Holiday,Yes
7866,7866,24/10/2018,2612,18,15.1,53,1.7,2000,Autumn,No Holiday,Yes
3717,3717,04/05/2018,1298,21,13.3,47,1.9,1805,Spring,No Holiday,Yes
2722,2722,24/03/2018,494,10,7.2,43,1.5,559,Spring,No Holiday,Yes
8181,8181,06/11/2018,0,21,13.0,76,0.9,231,Autumn,No Holiday,No
1268,1268,22/01/2018,181,20,-0.8,85,2.9,836,Winter,No Holiday,Yes
2462,2462,13/03/2018,705,14,18.3,43,2.2,1509,Spring,No Holiday,Yes
5998,5998,07/08/2018,1664,22,29.8,75,1.4,1609,Summer,No Holiday,Yes
268,268,12/12/2017,46,4,-11.6,47,2.1,1982,Winter,No Holiday,Yes
654,654,28/12/2017,103,6,-5.5,24,0.5,2000,Winter,No Holiday,Yes
4808,4808,19/06/2018,2430,8,21.1,66,1.0,797,Summer,No Holiday,Yes
6817,6817,11/09/2018,662,1,19.5,52,1.3,2000,Autumn,No Holiday,Yes
4159,4159,23/05/2018,1241,7,13.6,75,1.6,1987,Spring,No Holiday,Yes
5697,5697,26/07/2018,966,9,29.1,69,1.0,853,Summer,No Holiday,Yes
2821,2821,28/03/2018,723,13,17.5,54,3.1,1065,Spring,No Holiday,Yes
428,428,18/12/2017,165,20,3.3,65,3.2,1172,Winter,No Holiday,Yes
589,589,25/12/2017,244,13,-1.5,33,3.8,2000,Winter,Holiday,Yes
495,495,21/12/2017,316,15,4.4,46,1.4,1113,Winter,No Holiday,Yes
3616,3616,30/04/2018,1344,16,24.8,45,1.8,549,Spring,No Holiday,Yes
4932,4932,24/06/2018,1042,12,28.9,40,2.3,809,Summer,No Holiday,Yes
5090,5090,01/07/2018,586,2,22.7,87,0.5,1187,Summer,No Holiday,Yes
7600,7600,13/10/2018,1916,16,19.4,29,1.2,1154,Autumn,No Holiday,Yes
5842,5842,01/08/2018,540,10,34.3,45,1.0,1919,Summer,No Holiday,Yes
7562,7562,12/10/2018,409,2,7.1,61,0.6,2000,Autumn,No Holiday,Yes
528,528,23/12/2017,282,0,5.8,75,1.9,788,Winter,No Holiday,Yes
1808,1808,14/02/2018,606,8,2.1,65,1.1,1559,Winter,No Holiday,Yes
8549,8549,22/11/2018,133,5,-0.4,39,0.8,2000,Autumn,No Holiday,Yes
7977,7977,29/10/2018,1021,9,7.5,53,1.6,1981,Autumn,No Holiday,Yes
3921,3921,13/05/2018,579,9,14.8,95,1.0,986,Spring,No Holiday,Yes
2028,2028,23/02/2018,283,12,5.3,70,0.9,226,Winter,No Holiday,Yes
5213,5213,06/07/2018,311,5,22.5,66,1.5,2000,Summer,No Holiday,Yes
677,677,29/12/2017,67,5,0.7,66,0.7,687,Winter,No Holiday,Yes
6728,6728,07/09/2018,2260,8,20.5,78,2.5,1250,Autumn,No Holiday,Yes
6252,6252,18/08/2018,952,12,29.8,33,1.5,1936,Summer,No Holiday,Yes
7592,7592,13/10/2018,728,8,7.4,70,0.5,1373,Autumn,No Holiday,Yes
4002,4002,16/05/2018,562,18,21.9,97,2.1,191,Spring,No Holiday,Yes
5426,5426,15/07/2018,632,2,25.1,85,1.1,1379,Summer,No Holiday,Yes
3872,3872,11/05/2018,1881,8,13.1,78,1.2,330,Spring,No Holiday,Yes
8039,8039,31/10/2018,798,23,6.4,60,1.8,1930,Autumn,No Holiday,Yes
2432,2432,12/03/2018,1066,8,3.8,47,0.8,1229,Spring,No Holiday,Yes
4834,4834,20/06/2018,1002,10,22.2,70,3.1,740,Summer,No Holiday,Yes
5471,5471,16/07/2018,1285,23,26.6,75,1.5,1996,Summer,No Holiday,Yes
551,551,23/12/2017,237,23,5.5,80,0.6,185,Winter,No Holiday,Yes
4765,4765,17/06/2018,1563,13,25.7,52,1.1,639,Summer,No Holiday,Yes
3625,3625,01/05/2018,705,1,18.3,83,1.1,451,Spring,Holiday,Yes
7874,7874,25/10/2018,421,2,9.1,79,0.5,1625,Autumn,No Holiday,Yes
1611,1611,06/02/2018,36,3,-11.6,35,3.2,1992,Winter,No Holiday,Yes
6814,6814,10/09/2018,1779,22,21.7,50,1.6,2000,Autumn,No Holiday,Yes
5926,5926,04/08/2018,1337,22,28.6,74,2.5,1804,Summer,No Holiday,Yes
7872,7872,25/10/2018,729,0,10.5,75,0.3,1800,Autumn,No Holiday,Yes
8470,8470,18/11/2018,632,22,6.8,53,0.4,1498,Autumn,No Holiday,Yes
8117,8117,04/11/2018,112,5,6.6,73,0.3,1219,Autumn,No Holiday,Yes
5815,5815,31/07/2018,1091,7,27.9,60,1.1,1983,Summer,No Holiday,Yes
7595,7595,13/10/2018,1179,11,15.2,44,1.2,1301,Autumn,No Holiday,Yes
4814,4814,19/06/2018,1258,14,27.2,44,2.9,1377,Summer,No Holiday,Yes
8421,8421,16/11/2018,907,21,6.8,73,2.3,730,Autumn,No Holiday,Yes
7823,7823,22/10/2018,916,23,12.0,59,0.4,685,Autumn,No Holiday,Yes
605,605,26/12/2017,65,5,-2.9,77,0.8,1833,Winter,No Holiday,Yes
7983,7983,29/10/2018,884,15,11.0,46,3.4,2000,Autumn,No Holiday,Yes
5241,5241,07/07/2018,1009,9,22.6,51,1.7,2000,Summer,No Holiday,Yes
4003,4003,16/05/2018,404,19,21.9,97,2.2,196,Spring,No Holiday,Yes
1468,1468,31/01/2018,34,4,-2.4,82,1.5,877,Winter,No Holiday,Yes
6844,6844,12/09/2018,215,4,18.0,59,1.5,2000,Autumn,No Holiday,Yes
1982,1982,21/02/2018,365,14,3.3,14,2.9,1985,Winter,No Holiday,Yes
4537,4537,08/06/2018,769,1,18.8,84,1.7,658,Summer,No Holiday,Yes
890,890,07/01/2018,128,2,-4.4,53,0.3,1594,Winter,No Holiday,Yes
